sample_id,record_number,source_record,genotype,treatment,learning,BDNF,pCREB
50810D,15,50810D_15,Control,Saline,C/S,0.246312178,0.160205832
50810F,1,50810F_1,Control,Saline,C/S,0.335251046,0.234658298
50810F,2,50810F_2,Control,Saline,C/S,0.34122322,0.234968901
50810F,3,50810F_3,Control,Saline,C/S,0.326874044,0.234404216
50810F,4,50810F_4,Control,Saline,C/S,0.3393186,0.261279926
50810F,5,50810F_5,Control,Saline,C/S,0.342953777,0.253213078
50810F,6,50810F_6,Control,Saline,C/S,0.334570867,0.249181044
50810F,7,50810F_7,Control,Saline,C/S,0.313292885,0.251792609
50810F,8,50810F_8,Control,Saline,C/S,0.309686221,0.25047749
50810F,9,50810F_9,Control,Saline,C/S,0.336996337,0.263736264
50810F,10,50810F_10,Control,Saline,C/S,0.329662522,0.284547069
50810F,11,50810F_11,Control,Saline,C/S,0.303954424,0.269101877
50810F,12,50810F_12,Control,Saline,C/S,0.296296296,0.266865079
50810F,13,50810F_13,Control,Saline,C/S,0.356233115,0.255885758
50810F,14,50810F_14,Control,Saline,C/S,0.368883312,0.291091593
50810F,15,50810F_15,Control,Saline,C/S,0.344410876,0.274924471
3422,1,3422_1,Control,Saline,S/C,0.319786096,0.203972498
3422,2,3422_2,Control,Saline,S/C,0.31521409,0.201488005
3422,3,3422_3,Control,Saline,S/C,0.32137973,0.208478955
3422,4,3422_4,Control,Saline,S/C,0.314818165,0.196309028
3422,5,3422_5,Control,Saline,S/C,0.322586622,0.197517139
3422,6,3422_6,Control,Saline,S/C,0.315463918,0.201124649
3422,7,3422_7,Control,Saline,S/C,0.312071331,0.200731596
3422,8,3422_8,Control,Saline,S/C,0.308009153,0.196567506
3422,9,3422_9,Control,Saline,S/C,0.322462942,0.192474344
3422,10,3422_10,Control,Saline,S/C,0.3096,0.183466667
3422,11,3422_11,Control,Saline,S/C,0.314391928,0.189591078
3422,12,3422_12,Control,Saline,S/C,0.314003207,0.185195083
3422,13,3422_13,Control,Saline,S/C,0.308646003,0.194127243
3422,14,3422_14,Control,Saline,S/C,0.319674797,0.188617886
3422,15,3422_15,Control,Saline,S/C,0.29930163,0.201529764
3423,1,3423_1,Control,Saline,S/C,0.395838232,0.26875147
3423,2,3423_2,Control,Saline,S/C,0.388869484,0.268366515
3423,3,3423_3,Control,Saline,S/C,0.393957207,0.264989419
3423,4,3423_4,Control,Saline,S/C,0.369449634,0.242563587
3423,5,3423_5,Control,Saline,S/C,0.366374269,0.243128655
3423,6,3423_6,Control,Saline,S/C,0.358347627,0.241280732
3423,7,3423_7,Control,Saline,S/C,0.338841474,0.240058108
3423,8,3423_8,Control,Saline,S/C,0.331226962,0.22906793
3423,9,3423_9,Control,Saline,S/C,0.337155142,0.239519885
3423,10,3423_10,Control,Saline,S/C,0.320489574,0.243200363
3423,11,3423_11,Control,Saline,S/C,0.293364626,0.241519095
3423,12,3423_12,Control,Saline,S/C,0.417221387,0.234915181
3423,13,3423_13,Control,Saline,S/C,0.315920398,0.238557214
3423,14,3423_14,Control,Saline,S/C,0.303121853,0.237411883
3423,15,3423_15,Control,Saline,S/C,0.318553381,0.232598464
3424,1,3424_1,Control,Saline,S/C,0.333463187,0.214777302
3424,2,3424_2,Control,Saline,S/C,0.335432016,0.219156062
3424,3,3424_3,Control,Saline,S/C,0.33722318,0.213632144
3424,4,3424_4,Control,Saline,S/C,0.21062679,0.14041786
3424,5,3424_5,Control,Saline,S/C,0.326507208,0.20904325
3424,6,3424_6,Control,Saline,S/C,0.330713818,0.206614276
3424,7,3424_7,Control,Saline,S/C,0.294862108,0.197393275
3424,8,3424_8,Control,Saline,S/C,0.29756965,0.212211025
3424,9,3424_9,Control,Saline,S/C,0.298228346,0.203149606
3424,10,3424_10,Control,Saline,S/C,0.302457002,0.251597052
3424,11,3424_11,Control,Saline,S/C,0.321801068,0.250063597
3424,12,3424_12,Control,Saline,S/C,0.316520844,0.235975296
3424,13,3424_13,Control,Saline,S/C,0.323943662,0.252322445
3424,14,3424_14,Control,Saline,S/C,0.33056325,0.247768544
3424,15,3424_15,Control,Saline,S/C,0.330059524,0.246130952
3481,1,3481_1,Control,Saline,S/C,0.330162703,0.228660826
3481,2,3481_2,Control,Saline,S/C,0.333796589,0.221857233
3481,3,3481_3,Control,Saline,S/C,0.344692519,0.237106672
3481,4,3481_4,Control,Saline,S/C,0.310617821,0.223688296
3481,5,3481_5,Control,Saline,S/C,0.307274701,0.220102373
3481,6,3481_6,Control,Saline,S/C,0.314811875,0.216701064
3481,7,3481_7,Control,Saline,S/C,0.327483196,0.218073189
3481,8,3481_8,Control,Saline,S/C,0.293456589,0.21279681
3481,9,3481_9,Control,Saline,S/C,0.311025145,0.228626692
3481,10,3481_10,Control,Saline,S/C,0.294002608,0.232290309
3481,11,3481_11,Control,Saline,S/C,0.312893082,0.213162624
3481,12,3481_12,Control,Saline,S/C,0.310140973,0.2157799
3481,13,3481_13,Control,Saline,S/C,0.309741882,0.217873994
3481,14,3481_14,Control,Saline,S/C,0.28241335,0.187676508
3481,15,3481_15,Control,Saline,S/C,0.366319444,0.216724537
3488,1,3488_1,Control,Saline,S/C,0.331817094,0.258558774
3488,2,3488_2,Control,Saline,S/C,0.32193087,0.271632896
3488,3,3488_3,Control,Saline,S/C,0.325181598,0.269128329
3488,4,3488_4,Control,Saline,S/C,0.306446731,0.212318402
3488,5,3488_5,Control,Saline,S/C,0.306557128,0.224707135
3488,6,3488_6,Control,Saline,S/C,0.295143027,0.210369487
3488,7,3488_7,Control,Saline,S/C,0.276053812,0.19264574
3488,8,3488_8,Control,Saline,S/C,0.28516624,0.202594081
3488,9,3488_9,Control,Saline,S/C,0.288584637,0.198079659
3488,10,3488_10,Control,Saline,S/C,0.26969697,0.185656566
3488,11,3488_11,Control,Saline,S/C,0.26891253,0.18144208
3488,12,3488_12,Control,Saline,S/C,0.295701085,0.185817597
3488,13,3488_13,Control,Saline,S/C,0.264522822,0.177904564
3488,14,3488_14,Control,Saline,S/C,0.2597874,0.187451387
3488,15,3488_15,Control,Saline,S/C,0.276084711,0.176394628
3489,1,3489_1,Control,Saline,S/C,0.350152517,0.251525165
3489,2,3489_2,Control,Saline,S/C,0.361585604,0.26887469
3489,3,3489_3,Control,Saline,S/C,0.35775258,0.264747102
3489,4,3489_4,Control,Saline,S/C,0.32768,0.22496
3489,5,3489_5,Control,Saline,S/C,0.307420495,0.21631587
3489,6,3489_6,Control,Saline,S/C,0.309688581,0.23403586
3489,7,3489_7,Control,Saline,S/C,0.297897898,0.231231231
3489,8,3489_8,Control,Saline,S/C,0.287175601,0.212729684
3489,9,3489_9,Control,Saline,S/C,0.304721851,0.22099025
3489,10,3489_10,Control,Saline,S/C,0.297550432,0.229827089
3489,11,3489_11,Control,Saline,S/C,0.2945318,0.251818822
3489,12,3489_12,Control,Saline,S/C,0.296827262,0.231962397
3489,13,3489_13,Control,Saline,S/C,0.297936893,0.244538835
3489,14,3489_14,Control,Saline,S/C,0.295859776,0.250831067
3489,15,3489_15,Control,Saline,S/C,0.286502898,0.227159812
3490,1,3490_1,Control,Saline,S/C,0.387528039,0.280035891
3490,2,3490_2,Control,Saline,S/C,0.400981845,0.292145239
3490,3,3490_3,Control,Saline,S/C,0.405328259,0.30076118
3490,4,3490_4,Control,Saline,S/C,0.34579756,0.23463624
3490,5,3490_5,Control,Saline,S/C,0.342428064,0.240972143
3490,6,3490_6,Control,Saline,S/C,0.363548698,0.255665381
3490,7,3490_7,Control,Saline,S/C,0.317410523,0.200912591
3490,8,3490_8,Control,Saline,S/C,0.323465072,0.221962958
3490,9,3490_9,Control,Saline,S/C,0.342061948,0.235223702
3490,10,3490_10,Control,Saline,S/C,0.227291696,0.165808875
3490,11,3490_11,Control,Saline,S/C,0.250574383,0.17073521
3490,12,3490_12,Control,Saline,S/C,0.285593934,0.195956192
3490,13,3490_13,Control,Saline,S/C,0.231018046,0.168709568
3490,14,3490_14,Control,Saline,S/C,0.238121048,0.1833785
3490,15,3490_15,Control,Saline,S/C,0.284615385,0.197089397
3516,1,3516_1,Control,Saline,S/C,0.263169569,0.220694244
3516,2,3516_2,Control,Saline,S/C,0.253764393,0.206377325
3516,3,3516_3,Control,Saline,S/C,0.241087485,0.19866709
3516,4,3516_4,Control,Saline,S/C,0.264470918,0.208829713
3516,5,3516_5,Control,Saline,S/C,0.24848325,0.193220786
3516,6,3516_6,Control,Saline,S/C,0.23724854,0.199610642
3516,7,3516_7,Control,Saline,S/C,0.250930873,0.187793427
3516,8,3516_8,Control,Saline,S/C,0.242877606,0.186057616
3516,9,3516_9,Control,Saline,S/C,0.229708146,0.187309424
3516,10,3516_10,Control,Saline,S/C,0.262241775,0.187069625
3516,11,3516_11,Control,Saline,S/C,0.251103753,0.177336277
3516,12,3516_12,Control,Saline,S/C,0.230394626,0.159026029
3516,13,3516_13,Control,Saline,S/C,0.242491657,0.170856507
3516,14,3516_14,Control,Saline,S/C,0.215968586,0.15095986
3516,15,3516_15,Control,Saline,S/C,0.230075804,0.142593731
J2292,1,J2292_1,Control,Saline,S/C,0.394663552,0.220285689
J2292,2,J2292_2,Control,Saline,S/C,0.408166904,0.21068117
J2292,3,J2292_3,Control,Saline,S/C,0.384366485,0.211682561
J2292,4,J2292_4,Control,Saline,S/C,0.355444872,0.199003849
J2292,5,J2292_5,Control,Saline,S/C,0.349615256,0.194267871
J2292,6,J2292_6,Control,Saline,S/C,0.357586513,0.195319432
J2292,7,J2292_7,Control,Saline,S/C,0.33805873,0.203674237
J2292,8,J2292_8,Control,Saline,S/C,0.346938776,0.196740567
J2292,9,J2292_9,Control,Saline,S/C,0.355418139,0.19655477
J2292,10,J2292_10,Control,Saline,S/C,0.375715922,0.197785414
J2292,11,J2292_11,Control,Saline,S/C,0.350877193,0.195874301
J2292,12,J2292_12,Control,Saline,S/C,0.356204097,0.204870506
J2292,13,J2292_13,Control,Saline,S/C,0.386189258,0.189897698
J2292,14,J2292_14,Control,Saline,S/C,0.342094017,0.197222222
J2292,15,J2292_15,Control,Saline,S/C,0.347053907,0.189093188
3414,1,3414_1,Ts65Dn,Memantine,C/S,0.3649528,0.230776281
3414,2,3414_2,Ts65Dn,Memantine,C/S,0.366148861,0.249213762
3414,3,3414_3,Ts65Dn,Memantine,C/S,0.384048842,0.253609846
3414,4,3414_4,Ts65Dn,Memantine,C/S,0.324364552,0.203457751
3414,5,3414_5,Ts65Dn,Memantine,C/S,0.335976331,0.209940828
3414,6,3414_6,Ts65Dn,Memantine,C/S,0.334826692,0.217401556
3414,7,3414_7,Ts65Dn,Memantine,C/S,0.312435462,0.19825933
3414,8,3414_8,Ts65Dn,Memantine,C/S,0.327056645,0.210680661
3414,9,3414_9,Ts65Dn,Memantine,C/S,0.313106796,0.21101335
3414,10,3414_10,Ts65Dn,Memantine,C/S,0.301043765,0.204907526
3414,11,3414_11,Ts65Dn,Memantine,C/S,0.327937536,0.208150828
3414,12,3414_12,Ts65Dn,Memantine,C/S,0.312754016,0.213083027
3414,13,3414_13,Ts65Dn,Memantine,C/S,0.278319255,0.203378817
3414,14,3414_14,Ts65Dn,Memantine,C/S,0.294018178,0.203762418
3414,15,3414_15,Ts65Dn,Memantine,C/S,0.278910105,0.206393478
3416,1,3416_1,Ts65Dn,Memantine,C/S,0.327980296,0.206403941
3416,2,3416_2,Ts65Dn,Memantine,C/S,0.341102554,0.222030807
3416,3,3416_3,Ts65Dn,Memantine,C/S,0.341929612,0.221581715
3416,4,3416_4,Ts65Dn,Memantine,C/S,0.311465128,0.192925238
3416,5,3416_5,Ts65Dn,Memantine,C/S,0.318658552,0.203418361
3416,6,3416_6,Ts65Dn,Memantine,C/S,0.316854508,0.212858607
3416,7,3416_7,Ts65Dn,Memantine,C/S,0.294930876,0.187403994
3416,8,3416_8,Ts65Dn,Memantine,C/S,0.290523124,0.183472328
3416,9,3416_9,Ts65Dn,Memantine,C/S,0.307472632,0.20276059
3416,10,3416_10,Ts65Dn,Memantine,C/S,0.279319458,0.183019491
3416,11,3416_11,Ts65Dn,Memantine,C/S,0.249166799,0.179177908
3416,12,3416_12,Ts65Dn,Memantine,C/S,0.268377254,0.185679612
3416,13,3416_13,Ts65Dn,Memantine,C/S,0.322344322,0.226648352
3416,14,3416_14,Ts65Dn,Memantine,C/S,0.251431639,0.176449535
3416,15,3416_15,Ts65Dn,Memantine,C/S,0.263418499,0.187363834
3417,1,3417_1,Ts65Dn,Memantine,C/S,0.261531031,0.183409804
3417,2,3417_2,Ts65Dn,Memantine,C/S,0.250591311,0.190962281
3417,3,3417_3,Ts65Dn,Memantine,C/S,0.257682292,0.197786458
3417,4,3417_4,Ts65Dn,Memantine,C/S,0.233023387,0.171315864
3417,5,3417_5,Ts65Dn,Memantine,C/S,0.241055718,0.180205279
3417,6,3417_6,Ts65Dn,Memantine,C/S,0.255966308,0.186710342
3417,7,3417_7,Ts65Dn,Memantine,C/S,0.228784793,0.156143924
3417,8,3417_8,Ts65Dn,Memantine,C/S,0.23737656,0.178311906
3417,9,3417_9,Ts65Dn,Memantine,C/S,0.243436293,0.185714286
3417,10,3417_10,Ts65Dn,Memantine,C/S,0.231256831,0.178579235
3417,11,3417_11,Ts65Dn,Memantine,C/S,0.251415094,0.203301887
3417,12,3417_12,Ts65Dn,Memantine,C/S,0.255,0.191428571
3417,13,3417_13,Ts65Dn,Memantine,C/S,0.29337131,0.183065769
3417,14,3417_14,Ts65Dn,Memantine,C/S,0.253147236,0.198412698
3417,15,3417_15,Ts65Dn,Memantine,C/S,0.290439133,0.192329072
3429,1,3429_1,Ts65Dn,Memantine,C/S,0.280458544,0.201146361
3429,2,3429_2,Ts65Dn,Memantine,C/S,0.274916833,0.194677312
3429,3,3429_3,Ts65Dn,Memantine,C/S,0.29375,0.192819149
3429,4,3429_4,Ts65Dn,Memantine,C/S,0.264489656,0.188750214
3429,5,3429_5,Ts65Dn,Memantine,C/S,0.259551139,0.18416995
3429,6,3429_6,Ts65Dn,Memantine,C/S,0.253353454,0.179577465
3429,7,3429_7,Ts65Dn,Memantine,C/S,0.235359361,0.178349601
3429,8,3429_8,Ts65Dn,Memantine,C/S,0.240833153,0.167498373
3429,9,3429_9,Ts65Dn,Memantine,C/S,0.25594841,0.176562153
3429,10,3429_10,Ts65Dn,Memantine,C/S,0.29687903,0.179520248
3429,11,3429_11,Ts65Dn,Memantine,C/S,0.240914867,0.191867853
3429,12,3429_12,Ts65Dn,Memantine,C/S,0.241050734,0.176152459
3429,13,3429_13,Ts65Dn,Memantine,C/S,0.275541796,0.158176189
3429,14,3429_14,Ts65Dn,Memantine,C/S,0.23562371,0.162194043
3429,15,3429_15,Ts65Dn,Memantine,C/S,0.227769986,0.155680224
3504,1,3504_1,Ts65Dn,Memantine,C/S,0.319868342,0.206762418
3504,2,3504_2,Ts65Dn,Memantine,C/S,0.311150723,0.199049317
3504,3,3504_3,Ts65Dn,Memantine,C/S,0.323281639,0.204288723
3504,4,3504_4,Ts65Dn,Memantine,C/S,0.301410913,0.185291547
3504,5,3504_5,Ts65Dn,Memantine,C/S,0.286098545,0.182051596
3504,6,3504_6,Ts65Dn,Memantine,C/S,0.279078229,0.180715585
3504,7,3504_7,Ts65Dn,Memantine,C/S,0.274184316,0.178878077
3504,8,3504_8,Ts65Dn,Memantine,C/S,0.264681325,0.170052881
3504,9,3504_9,Ts65Dn,Memantine,C/S,0.26981254,0.159017453
3504,10,3504_10,Ts65Dn,Memantine,C/S,0.303199344,0.169483183
3504,11,3504_11,Ts65Dn,Memantine,C/S,0.248358687,0.166853483
3504,12,3504_12,Ts65Dn,Memantine,C/S,0.261925795,0.166961131
3504,13,3504_13,Ts65Dn,Memantine,C/S,0.24968789,0.150436954
3504,14,3504_14,Ts65Dn,Memantine,C/S,0.232790743,0.145714846
3504,15,3504_15,Ts65Dn,Memantine,C/S,0.213702191,0.142963238
3505,1,3505_1,Ts65Dn,Memantine,C/S,0.466672796,0.266433759
3505,2,3505_2,Ts65Dn,Memantine,C/S,0.445840438,0.263214574
3505,3,3505_3,Ts65Dn,Memantine,C/S,0.432995987,0.265747688
3505,4,3505_4,Ts65Dn,Memantine,C/S,0.388574183,0.218874292
3505,5,3505_5,Ts65Dn,Memantine,C/S,0.381541047,0.220355257
3505,6,3505_6,Ts65Dn,Memantine,C/S,0.378001183,0.223891189
3505,7,3505_7,Ts65Dn,Memantine,C/S,0.376350451,0.219328104
3505,8,3505_8,Ts65Dn,Memantine,C/S,0.36123723,0.212826334
3505,9,3505_9,Ts65Dn,Memantine,C/S,0.348197343,0.211168338
3505,10,3505_10,Ts65Dn,Memantine,C/S,0.32745372,0.211840727
3505,11,3505_11,Ts65Dn,Memantine,C/S,0.332911621,0.227543828
3505,12,3505_12,Ts65Dn,Memantine,C/S,0.314333613,0.212070411
3505,13,3505_13,Ts65Dn,Memantine,C/S,0.326748822,0.207140268
3505,14,3505_14,Ts65Dn,Memantine,C/S,0.321734378,0.210967389
3505,15,3505_15,Ts65Dn,Memantine,C/S,0.318716578,0.204099822
3522,1,3522_1,Ts65Dn,Memantine,C/S,0.415446994,0.247626582
3522,2,3522_2,Ts65Dn,Memantine,C/S,0.390778318,0.246927694
3522,3,3522_3,Ts65Dn,Memantine,C/S,0.38410849,0.25690001
3522,4,3522_4,Ts65Dn,Memantine,C/S,0.344278607,0.205348259
3522,5,3522_5,Ts65Dn,Memantine,C/S,0.342264477,0.20644524
3522,6,3522_6,Ts65Dn,Memantine,C/S,0.324337234,0.200382135
3522,7,3522_7,Ts65Dn,Memantine,C/S,0.319142732,0.194634786
3522,8,3522_8,Ts65Dn,Memantine,C/S,0.309006661,0.191862149
3522,9,3522_9,Ts65Dn,Memantine,C/S,0.294898382,0.188856629
3522,10,3522_10,Ts65Dn,Memantine,C/S,0.330665543,0.206402696
3522,11,3522_11,Ts65Dn,Memantine,C/S,0.317111771,0.203956479
3522,12,3522_12,Ts65Dn,Memantine,C/S,0.322330483,0.212368264
3522,13,3522_13,Ts65Dn,Memantine,C/S,0.326418395,0.221694576
3522,14,3522_14,Ts65Dn,Memantine,C/S,0.290119289,0.205941931
3522,15,3522_15,Ts65Dn,Memantine,C/S,0.360893324,0.217391304
361,1,361_1,Ts65Dn,Memantine,C/S,0.41784401,0.235920263
361,2,361_2,Ts65Dn,Memantine,C/S,0.418137494,0.237932716
361,3,361_3,Ts65Dn,Memantine,C/S,0.414949188,0.243992782
361,4,361_4,Ts65Dn,Memantine,C/S,0.377915822,0.218940162
361,5,361_5,Ts65Dn,Memantine,C/S,0.390885417,0.2203125
361,6,361_6,Ts65Dn,Memantine,C/S,0.387638256,0.215224463
361,7,361_7,Ts65Dn,Memantine,C/S,0.344299307,0.210288663
361,8,361_8,Ts65Dn,Memantine,C/S,0.351439258,0.203935599
361,9,361_9,Ts65Dn,Memantine,C/S,0.345825427,0.194971537
361,10,361_10,Ts65Dn,Memantine,C/S,0.335981839,0.207340144
361,11,361_11,Ts65Dn,Memantine,C/S,0.331450094,0.20527307
361,12,361_12,Ts65Dn,Memantine,C/S,0.365002891,0.20389285
361,13,361_13,Ts65Dn,Memantine,C/S,0.324859393,0.219797525
361,14,361_14,Ts65Dn,Memantine,C/S,0.331876725,0.236430543
361,15,361_15,Ts65Dn,Memantine,C/S,0.329745821,0.219830547
363,1,363_1,Ts65Dn,Memantine,C/S,0.34209952,0.234831951
363,2,363_2,Ts65Dn,Memantine,C/S,0.342218401,0.233770421
363,3,363_3,Ts65Dn,Memantine,C/S,0.353698451,0.235108008
363,4,363_4,Ts65Dn,Memantine,C/S,0.311645315,0.211890024
363,5,363_5,Ts65Dn,Memantine,C/S,0.325450783,0.218740763
363,6,363_6,Ts65Dn,Memantine,C/S,0.310937282,0.204358151
363,7,363_7,Ts65Dn,Memantine,C/S,0.338902601,0.223087146
363,8,363_8,Ts65Dn,Memantine,C/S,0.330186933,0.224504905
363,9,363_9,Ts65Dn,Memantine,C/S,0.315903354,0.213306888
363,10,363_10,Ts65Dn,Memantine,C/S,0.321024694,0.212785599
363,11,363_11,Ts65Dn,Memantine,C/S,0.359624413,0.21971831
363,12,363_12,Ts65Dn,Memantine,C/S,0.328581611,0.218104063
363,13,363_13,Ts65Dn,Memantine,C/S,0.350989685,0.219682186
363,14,363_14,Ts65Dn,Memantine,C/S,0.331990794,0.233314154
363,15,363_15,Ts65Dn,Memantine,C/S,0.354010387,0.230236584
293,1,293_1,Ts65Dn,Memantine,S/C,0.333575758,0.26230303
293,2,293_2,Ts65Dn,Memantine,S/C,0.301703712,0.239647975
293,3,293_3,Ts65Dn,Memantine,S/C,0.296144472,0.241413694
293,4,293_4,Ts65Dn,Memantine,S/C,0.313085439,0.23389157
293,5,293_5,Ts65Dn,Memantine,S/C,0.302281918,0.239168111
293,6,293_6,Ts65Dn,Memantine,S/C,0.283994528,0.235294118
293,7,293_7,Ts65Dn,Memantine,S/C,0.302443281,0.242059337
293,8,293_8,Ts65Dn,Memantine,S/C,0.279164627,0.219448523
293,9,293_9,Ts65Dn,Memantine,S/C,0.296649146,0.232260184
293,10,293_10,Ts65Dn,Memantine,S/C,0.278100373,0.239527167
293,11,293_11,Ts65Dn,Memantine,S/C,0.270511779,0.233753046
293,12,293_12,Ts65Dn,Memantine,S/C,0.274509804,0.231092437
293,13,293_13,Ts65Dn,Memantine,S/C,0.310115678,0.25695299
293,14,293_14,Ts65Dn,Memantine,S/C,0.262756319,0.254649499
293,15,293_15,Ts65Dn,Memantine,S/C,0.29407389,0.244483015
3411,1,3411_1,Ts65Dn,Memantine,S/C,0.34414025,0.261287224
3411,2,3411_2,Ts65Dn,Memantine,S/C,0.328603792,0.264695362
3411,3,3411_3,Ts65Dn,Memantine,S/C,0.311877309,0.243479234
3411,4,3411_4,Ts65Dn,Memantine,S/C,0.31560821,0.234054277
3411,5,3411_5,Ts65Dn,Memantine,S/C,0.319454415,0.250681981
3411,6,3411_6,Ts65Dn,Memantine,S/C,0.288943425,0.229010592
3411,7,3411_7,Ts65Dn,Memantine,S/C,0.316298343,0.240676796
3411,8,3411_8,Ts65Dn,Memantine,S/C,0.307069344,0.242449806
3411,9,3411_9,Ts65Dn,Memantine,S/C,0.282927616,0.227954216
3411,10,3411_10,Ts65Dn,Memantine,S/C,0.295844986,0.233719537
3411,11,3411_11,Ts65Dn,Memantine,S/C,0.295211713,0.225761773
3411,12,3411_12,Ts65Dn,Memantine,S/C,0.286300567,0.226304475
3411,13,3411_13,Ts65Dn,Memantine,S/C,0.307088432,0.217039945
3411,14,3411_14,Ts65Dn,Memantine,S/C,0.303402647,0.229206049
3411,15,3411_15,Ts65Dn,Memantine,S/C,0.298298068,0.258279669
3418,1,3418_1,Ts65Dn,Memantine,S/C,0.355306872,0.231509005
3418,2,3418_2,Ts65Dn,Memantine,S/C,0.333894595,0.218218555
3418,3,3418_3,Ts65Dn,Memantine,S/C,0.32032,0.21232
3418,4,3418_4,Ts65Dn,Memantine,S/C,0.347986097,0.203843795
3418,5,3418_5,Ts65Dn,Memantine,S/C,0.37013519,0.237812372
3418,6,3418_6,Ts65Dn,Memantine,S/C,0.312560668,0.205202873
3418,7,3418_7,Ts65Dn,Memantine,S/C,0.328750307,0.202307881
3418,8,3418_8,Ts65Dn,Memantine,S/C,0.347462062,0.226059655
3418,9,3418_9,Ts65Dn,Memantine,S/C,0.287719298,0.198362573
3418,10,3418_10,Ts65Dn,Memantine,S/C,0.31787361,0.179549769
3418,11,3418_11,Ts65Dn,Memantine,S/C,0.319849754,0.207743427
3418,12,3418_12,Ts65Dn,Memantine,S/C,0.295291301,0.193136472
3418,13,3418_13,Ts65Dn,Memantine,S/C,0.294469357,0.184753363
3418,14,3418_14,Ts65Dn,Memantine,S/C,0.307430341,0.192569659
3418,15,3418_15,Ts65Dn,Memantine,S/C,0.303125987,0.195137354
3501,1,3501_1,Ts65Dn,Memantine,S/C,0.362708102,0.267924528
3501,2,3501_2,Ts65Dn,Memantine,S/C,0.363838789,0.282119795
3501,3,3501_3,Ts65Dn,Memantine,S/C,0.370070114,0.287576687
3501,4,3501_4,Ts65Dn,Memantine,S/C,0.349724518,0.250964187
3501,5,3501_5,Ts65Dn,Memantine,S/C,0.353193848,0.256616323
3501,6,3501_6,Ts65Dn,Memantine,S/C,0.378771256,0.262753703
3501,7,3501_7,Ts65Dn,Memantine,S/C,0.335163892,0.236313712
3501,8,3501_8,Ts65Dn,Memantine,S/C,0.345006702,0.254524129
3501,9,3501_9,Ts65Dn,Memantine,S/C,0.348993289,0.245973154
3501,10,3501_10,Ts65Dn,Memantine,S/C,0.321604662,0.22523532
3501,11,3501_11,Ts65Dn,Memantine,S/C,0.328235816,0.231161348
3501,12,3501_12,Ts65Dn,Memantine,S/C,0.383583447,0.239427012
3501,13,3501_13,Ts65Dn,Memantine,S/C,0.349829798,0.234354543
3501,14,3501_14,Ts65Dn,Memantine,S/C,0.378558127,0.248470338
3501,15,3501_15,Ts65Dn,Memantine,S/C,0.364004317,0.257960065
3502,1,3502_1,Ts65Dn,Memantine,S/C,0.376906928,0.252764171
3502,2,3502_2,Ts65Dn,Memantine,S/C,0.405281941,0.266809422
3502,3,3502_3,Ts65Dn,Memantine,S/C,0.397754725,0.268011937
3502,4,3502_4,Ts65Dn,Memantine,S/C,0.360998053,0.251813838
3502,5,3502_5,Ts65Dn,Memantine,S/C,0.377518558,0.255390597
3502,6,3502_6,Ts65Dn,Memantine,S/C,0.394223955,0.271438696
3502,7,3502_7,Ts65Dn,Memantine,S/C,0.350045167,0.254742547
3502,8,3502_8,Ts65Dn,Memantine,S/C,0.35745614,0.254605263
3502,9,3502_9,Ts65Dn,Memantine,S/C,0.361912969,0.249892288
3502,10,3502_10,Ts65Dn,Memantine,S/C,0.373277075,0.264416315
3502,11,3502_11,Ts65Dn,Memantine,S/C,0.384742495,0.254750757
3502,12,3502_12,Ts65Dn,Memantine,S/C,0.38209266,0.245705362
3502,13,3502_13,Ts65Dn,Memantine,S/C,0.351963746,0.295694864
3502,14,3502_14,Ts65Dn,Memantine,S/C,0.335646457,0.302410519
3502,15,3502_15,Ts65Dn,Memantine,S/C,0.401746725,0.294032023
3530,1,3530_1,Ts65Dn,Memantine,S/C,0.324040456,0.216286307
3530,2,3530_2,Ts65Dn,Memantine,S/C,0.307672436,0.212994058
3530,3,3530_3,Ts65Dn,Memantine,S/C,0.321766153,0.211187362
3530,4,3530_4,Ts65Dn,Memantine,S/C,0.323880597,0.22106136
3530,5,3530_5,Ts65Dn,Memantine,S/C,0.301774194,0.211451613
3530,6,3530_6,Ts65Dn,Memantine,S/C,0.301782616,0.206026187
3530,7,3530_7,Ts65Dn,Memantine,S/C,0.307172131,0.226229508
3530,8,3530_8,Ts65Dn,Memantine,S/C,0.292993631,0.217356688
3530,9,3530_9,Ts65Dn,Memantine,S/C,0.287794597,0.207702625
3530,10,3530_10,Ts65Dn,Memantine,S/C,0.293150012,0.227596366
3530,11,3530_11,Ts65Dn,Memantine,S/C,0.300911106,0.236394977
3530,12,3530_12,Ts65Dn,Memantine,S/C,0.34691358,0.225925926
3530,13,3530_13,Ts65Dn,Memantine,S/C,0.307038123,0.273607038
3530,14,3530_14,Ts65Dn,Memantine,S/C,0.356547619,0.247321429
3530,15,3530_15,Ts65Dn,Memantine,S/C,0.362496176,0.250535332
3534,1,3534_1,Ts65Dn,Memantine,S/C,0.340994047,0.248788592
3534,2,3534_2,Ts65Dn,Memantine,S/C,0.331378299,0.251501187
3534,3,3534_3,Ts65Dn,Memantine,S/C,0.341868317,0.251125492
3534,4,3534_4,Ts65Dn,Memantine,S/C,0.292350624,0.230137886
3534,5,3534_5,Ts65Dn,Memantine,S/C,0.31951431,0.244579358
3534,6,3534_6,Ts65Dn,Memantine,S/C,0.318478069,0.260524925
