sample_id,record_number,source_record,genotype,treatment,learning,BDNF,pCREB,NR1
3480,12,3480_12,Control,Saline,C/S,0.270306456,0.147872657,2.063076465
3480,13,3480_13,Control,Saline,C/S,0.255656109,0.136877828,1.868401207
3480,14,3480_14,Control,Saline,C/S,0.248880597,0.136380597,1.847201493
3480,15,3480_15,Control,Saline,C/S,0.250783699,0.153605016,1.819103817
3484,1,3484_1,Control,Saline,C/S,0.437048307,0.236021301,3.126093572
3484,2,3484_2,Control,Saline,C/S,0.426259824,0.234304207,3.029588534
3484,3,3484_3,Control,Saline,C/S,0.424497732,0.243125637,2.983149708
3484,4,3484_4,Control,Saline,C/S,0.396927651,0.208870168,2.827675917
3484,5,3484_5,Control,Saline,C/S,0.382448148,0.217360029,2.713343724
3484,6,3484_6,Control,Saline,C/S,0.370335491,0.217775162,2.637551501
3484,7,3484_7,Control,Saline,C/S,0.354444444,0.195396825,2.462857143
3484,8,3484_8,Control,Saline,C/S,0.345962733,0.195652174,2.447981366
3484,9,3484_9,Control,Saline,C/S,0.317620006,0.186404139,2.214141995
3484,10,3484_10,Control,Saline,C/S,0.373902133,0.210790464,2.683814304
3484,11,3484_11,Control,Saline,C/S,0.357739753,0.206526064,2.516713092
3484,12,3484_12,Control,Saline,C/S,0.359857482,0.211599367,2.537608868
3484,13,3484_13,Control,Saline,C/S,0.443789749,0.226056865,3.075102881
3484,14,3484_14,Control,Saline,C/S,0.440290758,0.221939016,3.037571981
3484,15,3484_15,Control,Saline,C/S,0.445206749,0.219543853,3.006304469
3497,1,3497_1,Control,Saline,C/S,0.497159859,0.263727346,3.757641331
3497,2,3497_2,Control,Saline,C/S,0.340028558,0.182674917,2.588005712
3497,3,3497_3,Control,Saline,C/S,0.401265095,0.216676251,3.083381254
3497,4,3497_4,Control,Saline,C/S,0.454197839,0.230091438,3.337822111
3497,5,3497_5,Control,Saline,C/S,0.320351137,0.170128586,2.408877349
3497,6,3497_6,Control,Saline,C/S,0.385155773,0.209224191,2.951893708
3497,7,3497_7,Control,Saline,C/S,0.376263127,0.208044383,2.986922925
3497,8,3497_8,Control,Saline,C/S,0.251711223,0.132765078,1.908433424
3497,9,3497_9,Control,Saline,C/S,0.33877403,0.186797243,2.653246282
3497,10,3497_10,Control,Saline,C/S,0.352426961,0.187025535,2.576029446
3497,11,3497_11,Control,Saline,C/S,0.204931973,0.112811791,1.548185941
3497,12,3497_12,Control,Saline,C/S,0.323243243,0.174702703,2.317621622
3497,13,3497_13,Control,Saline,C/S,0.375665602,0.180244941,2.290734824
3497,14,3497_14,Control,Saline,C/S,0.301928619,0.147639104,1.88805143
3497,15,3497_15,Control,Saline,C/S,0.290584841,0.190138998,2.197744558
50810A,1,50810A_1,Control,Saline,C/S,0.438504082,0.29483803,3.174743218
50810A,2,50810A_2,Control,Saline,C/S,0.419143988,0.293947583,2.98743008
50810A,3,50810A_3,Control,Saline,C/S,0.401651199,0.305773171,2.889176811
50810A,4,50810A_4,Control,Saline,C/S,0.354830698,0.227253912,2.699478434
50810A,5,50810A_5,Control,Saline,C/S,0.344816406,0.239685499,2.688741185
50810A,6,50810A_6,Control,Saline,C/S,0.310603829,0.212665685,2.393446244
50810A,7,50810A_7,Control,Saline,C/S,0.318815683,0.199676637,2.42502021
50810A,8,50810A_8,Control,Saline,C/S,0.304625356,0.19660218,2.345084945
50810A,9,50810A_9,Control,Saline,C/S,0.298627451,0.19754902,2.331666667
50810A,10,50810A_10,Control,Saline,C/S,0.281612782,0.19423293,2.148795406
50810A,11,50810A_11,Control,Saline,C/S,0.262914692,0.175,1.959952607
50810A,12,50810A_12,Control,Saline,C/S,0.254059105,0.167270179,1.958766499
50810A,13,50810A_13,Control,Saline,C/S,0.278817139,0.173657212,2.064121907
50810A,14,50810A_14,Control,Saline,C/S,0.254298896,0.160492101,1.924786803
50810A,15,50810A_15,Control,Saline,C/S,0.264318442,0.164805269,1.918957617
50810D,1,50810D_1,Control,Saline,C/S,0.383698761,0.242373689,2.736812838
50810D,2,50810D_2,Control,Saline,C/S,0.36611979,0.249391632,2.941047178
50810D,3,50810D_3,Control,Saline,C/S,0.369385527,0.256316282,2.843340611
50810D,4,50810D_4,Control,Saline,C/S,0.314718787,0.200438771,2.588851217
50810D,5,50810D_5,Control,Saline,C/S,0.311225983,0.205208232,2.491075783
50810D,6,50810D_6,Control,Saline,C/S,0.304270463,0.218663503,2.523428233
50810D,7,50810D_7,Control,Saline,C/S,0.286518964,0.194642634,2.341219176
50810D,8,50810D_8,Control,Saline,C/S,0.285345146,0.181616833,2.33382552
50810D,9,50810D_9,Control,Saline,C/S,0.278532772,0.178592904,2.23728202
50810D,10,50810D_10,Control,Saline,C/S,0.267685521,0.168898692,2.172680006
50810D,11,50810D_11,Control,Saline,C/S,0.263722784,0.164520086,2.100122662
50810D,12,50810D_12,Control,Saline,C/S,0.251379979,0.161271073,2.017604058
50810D,13,50810D_13,Control,Saline,C/S,0.249283154,0.163978495,2.041935484
50810D,14,50810D_14,Control,Saline,C/S,0.260824385,0.160200901,1.960339453
50810D,15,50810D_15,Control,Saline,C/S,0.246312178,0.160205832,2.004116638
50810F,1,50810F_1,Control,Saline,C/S,0.335251046,0.234658298,2.356171548
50810F,2,50810F_2,Control,Saline,C/S,0.34122322,0.234968901,2.321181755
50810F,3,50810F_3,Control,Saline,C/S,0.326874044,0.234404216,2.295597484
50810F,4,50810F_4,Control,Saline,C/S,0.3393186,0.261279926,2.446823204
50810F,5,50810F_5,Control,Saline,C/S,0.342953777,0.253213078,2.398647125
50810F,6,50810F_6,Control,Saline,C/S,0.334570867,0.249181044,2.295697751
50810F,7,50810F_7,Control,Saline,C/S,0.313292885,0.251792609,2.23248759
50810F,8,50810F_8,Control,Saline,C/S,0.309686221,0.25047749,2.232469304
50810F,9,50810F_9,Control,Saline,C/S,0.336996337,0.263736264,2.267962806
50810F,10,50810F_10,Control,Saline,C/S,0.329662522,0.284547069,2.240142096
50810F,11,50810F_11,Control,Saline,C/S,0.303954424,0.269101877,2.169235925
50810F,12,50810F_12,Control,Saline,C/S,0.296296296,0.266865079,2.112433862
50810F,13,50810F_13,Control,Saline,C/S,0.356233115,0.255885758,1.959475106
50810F,14,50810F_14,Control,Saline,C/S,0.368883312,0.291091593,2.116687578
50810F,15,50810F_15,Control,Saline,C/S,0.344410876,0.274924471,1.916918429
3422,1,3422_1,Control,Saline,S/C,0.319786096,0.203972498,2.596944232
3422,2,3422_2,Control,Saline,S/C,0.31521409,0.201488005,2.626784087
3422,3,3422_3,Control,Saline,S/C,0.32137973,0.208478955,2.60644279
3422,4,3422_4,Control,Saline,S/C,0.314818165,0.196309028,2.414510584
3422,5,3422_5,Control,Saline,S/C,0.322586622,0.197517139,2.527885863
3422,6,3422_6,Control,Saline,S/C,0.315463918,0.201124649,2.611246485
3422,7,3422_7,Control,Saline,S/C,0.312071331,0.200731596,2.368998628
3422,8,3422_8,Control,Saline,S/C,0.308009153,0.196567506,2.39221968
3422,9,3422_9,Control,Saline,S/C,0.322462942,0.192474344,2.389053592
3422,10,3422_10,Control,Saline,S/C,0.3096,0.183466667,2.222666667
3422,11,3422_11,Control,Saline,S/C,0.314391928,0.189591078,2.236590547
3422,12,3422_12,Control,Saline,S/C,0.314003207,0.185195083,2.229556387
3422,13,3422_13,Control,Saline,S/C,0.308646003,0.194127243,2.084502447
3422,14,3422_14,Control,Saline,S/C,0.319674797,0.188617886,2.09495935
3422,15,3422_15,Control,Saline,S/C,0.29930163,0.201529764,2.118390422
3423,1,3423_1,Control,Saline,S/C,0.395838232,0.26875147,3.106865742
3423,2,3423_2,Control,Saline,S/C,0.388869484,0.268366515,3.147747118
3423,3,3423_3,Control,Saline,S/C,0.393957207,0.264989419,3.164237009
3423,4,3423_4,Control,Saline,S/C,0.369449634,0.242563587,2.966949274
3423,5,3423_5,Control,Saline,S/C,0.366374269,0.243128655,3.013304094
3423,6,3423_6,Control,Saline,S/C,0.358347627,0.241280732,3.03887936
3423,7,3423_7,Control,Saline,S/C,0.338841474,0.240058108,2.846740512
3423,8,3423_8,Control,Saline,S/C,0.331226962,0.22906793,2.708969633
3423,9,3423_9,Control,Saline,S/C,0.337155142,0.239519885,2.788427087
3423,10,3423_10,Control,Saline,S/C,0.320489574,0.243200363,2.653671804
3423,11,3423_11,Control,Saline,S/C,0.293364626,0.241519095,2.486025176
3423,12,3423_12,Control,Saline,S/C,0.417221387,0.234915181,2.55228688
3423,13,3423_13,Control,Saline,S/C,0.315920398,0.238557214,2.490049751
3423,14,3423_14,Control,Saline,S/C,0.303121853,0.237411883,2.551863041
3423,15,3423_15,Control,Saline,S/C,0.318553381,0.232598464,2.529601189
3424,1,3424_1,Control,Saline,S/C,0.333463187,0.214777302,2.632904818
3424,2,3424_2,Control,Saline,S/C,0.335432016,0.219156062,2.64822505
3424,3,3424_3,Control,Saline,S/C,0.33722318,0.213632144,2.640763824
3424,4,3424_4,Control,Saline,S/C,0.21062679,0.14041786,1.671545233
3424,5,3424_5,Control,Saline,S/C,0.326507208,0.20904325,2.542267366
3424,6,3424_6,Control,Saline,S/C,0.330713818,0.206614276,2.544204322
3424,7,3424_7,Control,Saline,S/C,0.294862108,0.197393275,2.235171893
3424,8,3424_8,Control,Saline,S/C,0.29756965,0.212211025,2.356253705
3424,9,3424_9,Control,Saline,S/C,0.298228346,0.203149606,2.375393701
3424,10,3424_10,Control,Saline,S/C,0.302457002,0.251597052,2.275429975
3424,11,3424_11,Control,Saline,S/C,0.321801068,0.250063597,2.361231239
3424,12,3424_12,Control,Saline,S/C,0.316520844,0.235975296,2.407874421
3424,13,3424_13,Control,Saline,S/C,0.323943662,0.252322445,2.271501349
3424,14,3424_14,Control,Saline,S/C,0.33056325,0.247768544,2.364419821
3424,15,3424_15,Control,Saline,S/C,0.330059524,0.246130952,2.251190476
3481,1,3481_1,Control,Saline,S/C,0.330162703,0.228660826,2.894618273
3481,2,3481_2,Control,Saline,S/C,0.333796589,0.221857233,2.989766267
3481,3,3481_3,Control,Saline,S/C,0.344692519,0.237106672,3.046220133
3481,4,3481_4,Control,Saline,S/C,0.310617821,0.223688296,2.706147159
3481,5,3481_5,Control,Saline,S/C,0.307274701,0.220102373,2.704668838
3481,6,3481_6,Control,Saline,S/C,0.314811875,0.216701064,2.774249881
3481,7,3481_7,Control,Saline,S/C,0.327483196,0.218073189,2.510828977
3481,8,3481_8,Control,Saline,S/C,0.293456589,0.21279681,2.478883451
3481,9,3481_9,Control,Saline,S/C,0.311025145,0.228626692,2.646034816
3481,10,3481_10,Control,Saline,S/C,0.294002608,0.232290309,2.389830508
3481,11,3481_11,Control,Saline,S/C,0.312893082,0.213162624,2.466981132
3481,12,3481_12,Control,Saline,S/C,0.310140973,0.2157799,2.492496589
3481,13,3481_13,Control,Saline,S/C,0.309741882,0.217873994,2.323064113
3481,14,3481_14,Control,Saline,S/C,0.28241335,0.187676508,2.222336329
3481,15,3481_15,Control,Saline,S/C,0.366319444,0.216724537,2.44849537
3488,1,3488_1,Control,Saline,S/C,0.331817094,0.258558774,2.70457266
3488,2,3488_2,Control,Saline,S/C,0.32193087,0.271632896,2.681883194
3488,3,3488_3,Control,Saline,S/C,0.325181598,0.269128329,2.710048426
3488,4,3488_4,Control,Saline,S/C,0.306446731,0.212318402,2.443401937
3488,5,3488_5,Control,Saline,S/C,0.306557128,0.224707135,2.459759623
3488,6,3488_6,Control,Saline,S/C,0.295143027,0.210369487,2.413587604
3488,7,3488_7,Control,Saline,S/C,0.276053812,0.19264574,2.288071749
3488,8,3488_8,Control,Saline,S/C,0.28516624,0.202594081,2.265253928
3488,9,3488_9,Control,Saline,S/C,0.288584637,0.198079659,2.254800853
3488,10,3488_10,Control,Saline,S/C,0.26969697,0.185656566,2.138181818
3488,11,3488_11,Control,Saline,S/C,0.26891253,0.18144208,2.069542947
3488,12,3488_12,Control,Saline,S/C,0.295701085,0.185817597,2.148051426
3488,13,3488_13,Control,Saline,S/C,0.264522822,0.177904564,2.001815353
3488,14,3488_14,Control,Saline,S/C,0.2597874,0.187451387,1.99766658
3488,15,3488_15,Control,Saline,S/C,0.276084711,0.176394628,2.003615702
3489,1,3489_1,Control,Saline,S/C,0.350152517,0.251525165,2.862353838
3489,2,3489_2,Control,Saline,S/C,0.361585604,0.26887469,2.937671144
3489,3,3489_3,Control,Saline,S/C,0.35775258,0.264747102,2.857561473
3489,4,3489_4,Control,Saline,S/C,0.32768,0.22496,2.64128
3489,5,3489_5,Control,Saline,S/C,0.307420495,0.21631587,2.528499001
3489,6,3489_6,Control,Saline,S/C,0.309688581,0.23403586,2.619377163
3489,7,3489_7,Control,Saline,S/C,0.297897898,0.231231231,2.595995996
3489,8,3489_8,Control,Saline,S/C,0.287175601,0.212729684,2.459556734
3489,9,3489_9,Control,Saline,S/C,0.304721851,0.22099025,2.491493022
3489,10,3489_10,Control,Saline,S/C,0.297550432,0.229827089,2.548511047
3489,11,3489_11,Control,Saline,S/C,0.2945318,0.251818822,2.484158648
3489,12,3489_12,Control,Saline,S/C,0.296827262,0.231962397,2.461809636
3489,13,3489_13,Control,Saline,S/C,0.297936893,0.244538835,2.475121359
3489,14,3489_14,Control,Saline,S/C,0.295859776,0.250831067,2.442127531
3489,15,3489_15,Control,Saline,S/C,0.286502898,0.227159812,2.252829147
3490,1,3490_1,Control,Saline,S/C,0.387528039,0.280035891,2.869627636
3490,2,3490_2,Control,Saline,S/C,0.400981845,0.292145239,2.936550574
3490,3,3490_3,Control,Saline,S/C,0.405328259,0.30076118,3.062987631
3490,4,3490_4,Control,Saline,S/C,0.34579756,0.23463624,2.694532309
3490,5,3490_5,Control,Saline,S/C,0.342428064,0.240972143,2.731055829
3490,6,3490_6,Control,Saline,S/C,0.363548698,0.255665381,2.900675024
3490,7,3490_7,Control,Saline,S/C,0.317410523,0.200912591,2.45743619
3490,8,3490_8,Control,Saline,S/C,0.323465072,0.221962958,2.475134899
3490,9,3490_9,Control,Saline,S/C,0.342061948,0.235223702,2.637887176
3490,10,3490_10,Control,Saline,S/C,0.227291696,0.165808875,1.933926833
3490,11,3490_11,Control,Saline,S/C,0.250574383,0.17073521,1.996553705
3490,12,3490_12,Control,Saline,S/C,0.285593934,0.195956192,2.296545914
3490,13,3490_13,Control,Saline,S/C,0.231018046,0.168709568,1.809499489
3490,14,3490_14,Control,Saline,S/C,0.238121048,0.1833785,1.889611563
3490,15,3490_15,Control,Saline,S/C,0.284615385,0.197089397,2.175051975
3516,1,3516_1,Control,Saline,S/C,0.263169569,0.220694244,2.077187535
3516,2,3516_2,Control,Saline,S/C,0.253764393,0.206377325,2.051594331
3516,3,3516_3,Control,Saline,S/C,0.241087485,0.19866709,1.996720618
3516,4,3516_4,Control,Saline,S/C,0.264470918,0.208829713,2.059985985
3516,5,3516_5,Control,Saline,S/C,0.24848325,0.193220786,1.92614086
3516,6,3516_6,Control,Saline,S/C,0.23724854,0.199610642,1.90486697
3516,7,3516_7,Control,Saline,S/C,0.250930873,0.187793427,1.898332524
3516,8,3516_8,Control,Saline,S/C,0.242877606,0.186057616,1.873468088
3516,9,3516_9,Control,Saline,S/C,0.229708146,0.187309424,1.725424713
3516,10,3516_10,Control,Saline,S/C,0.262241775,0.187069625,1.824598317
3516,11,3516_11,Control,Saline,S/C,0.251103753,0.177336277,1.759749816
3516,12,3516_12,Control,Saline,S/C,0.230394626,0.159026029,1.605205709
3516,13,3516_13,Control,Saline,S/C,0.242491657,0.170856507,1.584204672
3516,14,3516_14,Control,Saline,S/C,0.215968586,0.15095986,1.554537522
3516,15,3516_15,Control,Saline,S/C,0.230075804,0.142593731,1.440278631
J2292,1,J2292_1,Control,Saline,S/C,0.394663552,0.220285689,2.588356841
J2292,2,J2292_2,Control,Saline,S/C,0.408166904,0.21068117,2.643455777
J2292,3,J2292_3,Control,Saline,S/C,0.384366485,0.211682561,2.478201635
J2292,4,J2292_4,Control,Saline,S/C,0.355444872,0.199003849,2.298052977
J2292,5,J2292_5,Control,Saline,S/C,0.349615256,0.194267871,2.405375265
J2292,6,J2292_6,Control,Saline,S/C,0.357586513,0.195319432,2.338952972
J2292,7,J2292_7,Control,Saline,S/C,0.33805873,0.203674237,2.125415883
J2292,8,J2292_8,Control,Saline,S/C,0.346938776,0.196740567,2.29290853
J2292,9,J2292_9,Control,Saline,S/C,0.355418139,0.19655477,2.401943463
J2292,10,J2292_10,Control,Saline,S/C,0.375715922,0.197785414,2.263268423
J2292,11,J2292_11,Control,Saline,S/C,0.350877193,0.195874301,2.31212647
J2292,12,J2292_12,Control,Saline,S/C,0.356204097,0.204870506,2.352725164
J2292,13,J2292_13,Control,Saline,S/C,0.386189258,0.189897698,2.157502131
J2292,14,J2292_14,Control,Saline,S/C,0.342094017,0.197222222,2.206196581
J2292,15,J2292_15,Control,Saline,S/C,0.347053907,0.189093188,2.179690765
3414,1,3414_1,Ts65Dn,Memantine,C/S,0.3649528,0.230776281,2.603061131
3414,2,3414_2,Ts65Dn,Memantine,C/S,0.366148861,0.249213762,2.703611932
3414,3,3414_3,Ts65Dn,Memantine,C/S,0.384048842,0.253609846,2.662564202
3414,4,3414_4,Ts65Dn,Memantine,C/S,0.324364552,0.203457751,2.32024273
3414,5,3414_5,Ts65Dn,Memantine,C/S,0.335976331,0.209940828,2.379289941
3414,6,3414_6,Ts65Dn,Memantine,C/S,0.334826692,0.217401556,2.327988682
3414,7,3414_7,Ts65Dn,Memantine,C/S,0.312435462,0.19825933,2.291340906
3414,8,3414_8,Ts65Dn,Memantine,C/S,0.327056645,0.210680661,2.407933323
3414,9,3414_9,Ts65Dn,Memantine,C/S,0.313106796,0.21101335,2.259708738
3414,10,3414_10,Ts65Dn,Memantine,C/S,0.301043765,0.204907526,2.133125801
3414,11,3414_11,Ts65Dn,Memantine,C/S,0.327937536,0.208150828,2.217863264
3414,12,3414_12,Ts65Dn,Memantine,C/S,0.312754016,0.213083027,2.184633249
3414,13,3414_13,Ts65Dn,Memantine,C/S,0.278319255,0.203378817,2.097249296
3414,14,3414_14,Ts65Dn,Memantine,C/S,0.294018178,0.203762418,2.014161911
3414,15,3414_15,Ts65Dn,Memantine,C/S,0.278910105,0.206393478,2.026818279
3416,1,3416_1,Ts65Dn,Memantine,C/S,0.327980296,0.206403941,2.652610837
3416,2,3416_2,Ts65Dn,Memantine,C/S,0.341102554,0.222030807,2.696291042
3416,3,3416_3,Ts65Dn,Memantine,C/S,0.341929612,0.221581715,2.662216828
3416,4,3416_4,Ts65Dn,Memantine,C/S,0.311465128,0.192925238,2.450200702
3416,5,3416_5,Ts65Dn,Memantine,C/S,0.318658552,0.203418361,2.47921792
3416,6,3416_6,Ts65Dn,Memantine,C/S,0.316854508,0.212858607,2.486296107
3416,7,3416_7,Ts65Dn,Memantine,C/S,0.294930876,0.187403994,2.251920123
3416,8,3416_8,Ts65Dn,Memantine,C/S,0.290523124,0.183472328,2.188476118
3416,9,3416_9,Ts65Dn,Memantine,C/S,0.307472632,0.20276059,2.346501666
3416,10,3416_10,Ts65Dn,Memantine,C/S,0.279319458,0.183019491,1.909811695
3416,11,3416_11,Ts65Dn,Memantine,C/S,0.249166799,0.179177908,1.799555626
3416,12,3416_12,Ts65Dn,Memantine,C/S,0.268377254,0.185679612,1.993758669
3416,13,3416_13,Ts65Dn,Memantine,C/S,0.322344322,0.226648352,2.196657509
3416,14,3416_14,Ts65Dn,Memantine,C/S,0.251431639,0.176449535,1.726020043
3416,15,3416_15,Ts65Dn,Memantine,C/S,0.263418499,0.187363834,1.89681125
3417,1,3417_1,Ts65Dn,Memantine,C/S,0.261531031,0.183409804,1.789181357
3417,2,3417_2,Ts65Dn,Memantine,C/S,0.250591311,0.190962281,1.835926802
3417,3,3417_3,Ts65Dn,Memantine,C/S,0.257682292,0.197786458,1.954036458
3417,4,3417_4,Ts65Dn,Memantine,C/S,0.233023387,0.171315864,1.637080868
3417,5,3417_5,Ts65Dn,Memantine,C/S,0.241055718,0.180205279,1.720234604
3417,6,3417_6,Ts65Dn,Memantine,C/S,0.255966308,0.186710342,1.785680861
3417,7,3417_7,Ts65Dn,Memantine,C/S,0.228784793,0.156143924,1.441955193
3417,8,3417_8,Ts65Dn,Memantine,C/S,0.23737656,0.178311906,1.603316564
3417,9,3417_9,Ts65Dn,Memantine,C/S,0.243436293,0.185714286,1.633783784
3417,10,3417_10,Ts65Dn,Memantine,C/S,0.231256831,0.178579235,1.499453552
3417,11,3417_11,Ts65Dn,Memantine,C/S,0.251415094,0.203301887,1.564858491
3417,12,3417_12,Ts65Dn,Memantine,C/S,0.255,0.191428571,1.603571429
3417,13,3417_13,Ts65Dn,Memantine,C/S,0.29337131,0.183065769,1.465820818
3417,14,3417_14,Ts65Dn,Memantine,C/S,0.253147236,0.198412698,1.554734537
3417,15,3417_15,Ts65Dn,Memantine,C/S,0.290439133,0.192329072,1.569483046
3429,1,3429_1,Ts65Dn,Memantine,C/S,0.280458544,0.201146361,2.080645161
3429,2,3429_2,Ts65Dn,Memantine,C/S,0.274916833,0.194677312,2.052561544
3429,3,3429_3,Ts65Dn,Memantine,C/S,0.29375,0.192819149,2.045478723
3429,4,3429_4,Ts65Dn,Memantine,C/S,0.264489656,0.188750214,1.943580099
3429,5,3429_5,Ts65Dn,Memantine,C/S,0.259551139,0.18416995,1.938667124
3429,6,3429_6,Ts65Dn,Memantine,C/S,0.253353454,0.179577465,1.922367539
3429,7,3429_7,Ts65Dn,Memantine,C/S,0.235359361,0.178349601,1.795031056
3429,8,3429_8,Ts65Dn,Memantine,C/S,0.240833153,0.167498373,1.719027989
3429,9,3429_9,Ts65Dn,Memantine,C/S,0.25594841,0.176562153,1.755392484
3429,10,3429_10,Ts65Dn,Memantine,C/S,0.29687903,0.179520248,1.696672685
3429,11,3429_11,Ts65Dn,Memantine,C/S,0.240914867,0.191867853,1.688691233
3429,12,3429_12,Ts65Dn,Memantine,C/S,0.241050734,0.176152459,1.711820757
3429,13,3429_13,Ts65Dn,Memantine,C/S,0.275541796,0.158176189,1.520123839
3429,14,3429_14,Ts65Dn,Memantine,C/S,0.23562371,0.162194043,1.572692421
3429,15,3429_15,Ts65Dn,Memantine,C/S,0.227769986,0.155680224,1.509677419
3504,1,3504_1,Ts65Dn,Memantine,C/S,0.319868342,0.206762418,2.485338121
3504,2,3504_2,Ts65Dn,Memantine,C/S,0.311150723,0.199049317,2.448900772
3504,3,3504_3,Ts65Dn,Memantine,C/S,0.323281639,0.204288723,2.424851618
3504,4,3504_4,Ts65Dn,Memantine,C/S,0.301410913,0.185291547,2.263953053
3504,5,3504_5,Ts65Dn,Memantine,C/S,0.286098545,0.182051596,2.239515833
3504,6,3504_6,Ts65Dn,Memantine,C/S,0.279078229,0.180715585,2.242328684
3504,7,3504_7,Ts65Dn,Memantine,C/S,0.274184316,0.178878077,2.114195764
3504,8,3504_8,Ts65Dn,Memantine,C/S,0.264681325,0.170052881,2.078207626
3504,9,3504_9,Ts65Dn,Memantine,C/S,0.26981254,0.159017453,1.962249515
3504,10,3504_10,Ts65Dn,Memantine,C/S,0.303199344,0.169483183,1.985233798
3504,11,3504_11,Ts65Dn,Memantine,C/S,0.248358687,0.166853483,1.944435548
3504,12,3504_12,Ts65Dn,Memantine,C/S,0.261925795,0.166961131,1.850853946
3504,13,3504_13,Ts65Dn,Memantine,C/S,0.24968789,0.150436954,1.687265918
3504,14,3504_14,Ts65Dn,Memantine,C/S,0.232790743,0.145714846,1.616395372
3504,15,3504_15,Ts65Dn,Memantine,C/S,0.213702191,0.142963238,1.540846639
3505,1,3505_1,Ts65Dn,Memantine,C/S,0.466672796,0.266433759,3.100855015
3505,2,3505_2,Ts65Dn,Memantine,C/S,0.445840438,0.263214574,2.937987975
3505,3,3505_3,Ts65Dn,Memantine,C/S,0.432995987,0.265747688,2.870615948
3505,4,3505_4,Ts65Dn,Memantine,C/S,0.388574183,0.218874292,2.632156201
3505,5,3505_5,Ts65Dn,Memantine,C/S,0.381541047,0.220355257,2.596735478
3505,6,3505_6,Ts65Dn,Memantine,C/S,0.378001183,0.223891189,2.55836783
3505,7,3505_7,Ts65Dn,Memantine,C/S,0.376350451,0.219328104,2.54417641
3505,8,3505_8,Ts65Dn,Memantine,C/S,0.36123723,0.212826334,2.42068672
3505,9,3505_9,Ts65Dn,Memantine,C/S,0.348197343,0.211168338,2.378422337
3505,10,3505_10,Ts65Dn,Memantine,C/S,0.32745372,0.211840727,2.281348236
3505,11,3505_11,Ts65Dn,Memantine,C/S,0.332911621,0.227543828,2.332730887
3505,12,3505_12,Ts65Dn,Memantine,C/S,0.314333613,0.212070411,2.194300084
3505,13,3505_13,Ts65Dn,Memantine,C/S,0.326748822,0.207140268,2.187205509
3505,14,3505_14,Ts65Dn,Memantine,C/S,0.321734378,0.210967389,2.179449809
3505,15,3505_15,Ts65Dn,Memantine,C/S,0.318716578,0.204099822,2.132620321
3522,1,3522_1,Ts65Dn,Memantine,C/S,0.415446994,0.247626582,3.046875
3522,2,3522_2,Ts65Dn,Memantine,C/S,0.390778318,0.246927694,2.868248071
3522,3,3522_3,Ts65Dn,Memantine,C/S,0.38410849,0.25690001,2.867443415
3522,4,3522_4,Ts65Dn,Memantine,C/S,0.344278607,0.205348259,2.437810945
3522,5,3522_5,Ts65Dn,Memantine,C/S,0.342264477,0.20644524,2.359797506
3522,6,3522_6,Ts65Dn,Memantine,C/S,0.324337234,0.200382135,2.321112969
3522,7,3522_7,Ts65Dn,Memantine,C/S,0.319142732,0.194634786,2.243913107
3522,8,3522_8,Ts65Dn,Memantine,C/S,0.309006661,0.191862149,2.232551405
3522,9,3522_9,Ts65Dn,Memantine,C/S,0.294898382,0.188856629,2.132863266
3522,10,3522_10,Ts65Dn,Memantine,C/S,0.330665543,0.206402696,2.375105307
3522,11,3522_11,Ts65Dn,Memantine,C/S,0.317111771,0.203956479,2.150939664
3522,12,3522_12,Ts65Dn,Memantine,C/S,0.322330483,0.212368264,2.194273215
3522,13,3522_13,Ts65Dn,Memantine,C/S,0.326418395,0.221694576,2.269182704
3522,14,3522_14,Ts65Dn,Memantine,C/S,0.290119289,0.205941931,2.019131218
3522,15,3522_15,Ts65Dn,Memantine,C/S,0.360893324,0.217391304,2.097172725
361,1,361_1,Ts65Dn,Memantine,C/S,0.41784401,0.235920263,2.947164699
361,2,361_2,Ts65Dn,Memantine,C/S,0.418137494,0.237932716,2.96050707
361,3,361_3,Ts65Dn,Memantine,C/S,0.414949188,0.243992782,2.887263748
361,4,361_4,Ts65Dn,Memantine,C/S,0.377915822,0.218940162,2.701698783
361,5,361_5,Ts65Dn,Memantine,C/S,0.390885417,0.2203125,2.6703125
361,6,361_6,Ts65Dn,Memantine,C/S,0.387638256,0.215224463,2.757709824
361,7,361_7,Ts65Dn,Memantine,C/S,0.344299307,0.210288663,2.4771811
361,8,361_8,Ts65Dn,Memantine,C/S,0.351439258,0.203935599,2.526914946
361,9,361_9,Ts65Dn,Memantine,C/S,0.345825427,0.194971537,2.478810879
361,10,361_10,Ts65Dn,Memantine,C/S,0.335981839,0.207340144,2.225879682
361,11,361_11,Ts65Dn,Memantine,C/S,0.331450094,0.20527307,2.256685499
361,12,361_12,Ts65Dn,Memantine,C/S,0.365002891,0.20389285,2.30815186
361,13,361_13,Ts65Dn,Memantine,C/S,0.324859393,0.219797525,2.165129359
361,14,361_14,Ts65Dn,Memantine,C/S,0.331876725,0.236430543,2.213431463
361,15,361_15,Ts65Dn,Memantine,C/S,0.329745821,0.219830547,2.245019464
363,1,363_1,Ts65Dn,Memantine,C/S,0.34209952,0.234831951,2.626909646
363,2,363_2,Ts65Dn,Memantine,C/S,0.342218401,0.233770421,2.545786758
363,3,363_3,Ts65Dn,Memantine,C/S,0.353698451,0.235108008,2.586188086
